,O1/theta,O1/alpha,O1/betaL,O1/betaH,O1/gamma,O2/theta,O2/alpha,O2/betaL,O2/betaH,O2/gamma,TIME
399,0.141,0.53,0.054,0.248,0.627,0.219,0.426,0.132,0.159,0.241,1606228860.4828
400,0.175,0.478,0.064,0.267,0.625,0.226,0.398,0.154,0.147,0.274,1606228860.6078
401,0.253,0.41,0.09,0.281,0.621,0.221,0.339,0.184,0.134,0.299,1606228860.7325
402,0.343,0.348,0.132,0.285,0.603,0.203,0.272,0.217,0.123,0.308,1606228860.8582
403,0.421,0.305,0.195,0.281,0.559,0.179,0.222,0.25,0.119,0.298,1606228860.9833
404,0.46,0.281,0.277,0.274,0.487,0.159,0.199,0.274,0.123,0.274,1606228861.108
405,0.447,0.265,0.368,0.272,0.403,0.15,0.203,0.281,0.136,0.248,1606228861.2335
406,0.388,0.248,0.445,0.278,0.329,0.15,0.219,0.269,0.154,0.23,1606228861.3587
407,0.314,0.226,0.487,0.294,0.285,0.158,0.236,0.24,0.173,0.224,1606228861.4834
408,0.348,0.316,0.487,0.578,0.335,0.276,0.254,0.487,0.304,0.163,1606228864.8622
409,0.372,0.333,0.516,0.593,0.416,0.272,0.263,0.489,0.32,0.19,1606228864.987
410,0.394,0.353,0.526,0.582,0.486,0.275,0.269,0.46,0.317,0.21,1606228865.112
411,0.407,0.362,0.52,0.547,0.531,0.296,0.263,0.415,0.294,0.219,1606228865.2376
412,0.41,0.35,0.499,0.496,0.549,0.34,0.243,0.366,0.26,0.215,1606228865.3628
413,0.406,0.312,0.457,0.442,0.541,0.399,0.212,0.318,0.224,0.199,1606228865.4877
414,0.401,0.256,0.393,0.398,0.516,0.46,0.177,0.276,0.197,0.176,1606228865.6132
415,0.4,0.202,0.316,0.378,0.482,0.504,0.145,0.239,0.183,0.151,1606228865.7383
416,0.404,0.167,0.235,0.387,0.443,0.518,0.122,0.212,0.181,0.13,1606228865.863
417,0.413,0.161,0.171,0.419,0.401,0.497,0.113,0.195,0.185,0.118,1606228865.9883
418,0.423,0.19,0.143,0.457,0.357,0.444,0.118,0.187,0.187,0.116,1606228866.1133
419,0.431,0.255,0.158,0.481,0.315,0.37,0.137,0.181,0.182,0.12,1606228866.238
420,0.434,0.35,0.207,0.482,0.286,0.292,0.164,0.168,0.172,0.129,1606228866.3633
421,0.43,0.46,0.273,0.465,0.284,0.225,0.19,0.145,0.16,0.139,1606228866.4889
422,0.422,0.561,0.344,0.444,0.312,0.185,0.211,0.116,0.15,0.147,1606228866.614
423,0.412,0.628,0.411,0.434,0.363,0.173,0.222,0.09,0.146,0.152,1606228866.7393
424,0.402,0.64,0.465,0.44,0.42,0.184,0.219,0.075,0.146,0.151,1606228866.8648
425,0.394,0.59,0.495,0.46,0.463,0.205,0.204,0.072,0.147,0.145,1606228866.9893
426,0.391,0.491,0.495,0.478,0.479,0.225,0.184,0.077,0.148,0.134,1606228867.1144
427,0.39,0.369,0.462,0.476,0.464,0.236,0.166,0.084,0.145,0.118,1606228867.2398
428,0.391,0.258,0.399,0.446,0.424,0.237,0.161,0.086,0.14,0.1,1606228867.3643
429,0.396,0.185,0.321,0.396,0.373,0.234,0.175,0.082,0.137,0.083,1606228867.4895
430,0.406,0.159,0.244,0.35,0.325,0.234,0.208,0.073,0.142,0.068,1606228867.6149
431,0.418,0.169,0.185,0.329,0.289,0.242,0.25,0.064,0.156,0.059,1606228867.7396
432,0.656,0.597,0.321,0.33,0.327,0.342,0.155,0.282,0.117,0.112,1606228877.3749
433,0.687,0.631,0.289,0.29,0.338,0.3,0.171,0.293,0.123,0.109,1606228877.5002
434,0.715,0.654,0.241,0.261,0.345,0.272,0.187,0.298,0.132,0.109,1606228877.6253
435,0.727,0.643,0.18,0.252,0.35,0.263,0.193,0.289,0.14,0.113,1606228877.7501
436,0.713,0.598,0.124,0.265,0.355,0.272,0.184,0.265,0.146,0.122,1606228877.8753
437,0.694,0.54,0.097,0.292,0.359,0.302,0.167,0.233,0.149,0.135,1606228878.0004
438,0.72,0.5,0.106,0.325,0.362,0.385,0.168,0.203,0.15,0.149,1606228878.1252
439,0.852,0.497,0.146,0.351,0.36,0.553,0.225,0.188,0.152,0.162,1606228878.2505
440,1.109,0.535,0.198,0.365,0.351,0.81,0.371,0.197,0.155,0.169,1606228878.3759
441,1.457,0.598,0.245,0.366,0.337,1.112,0.6,0.23,0.161,0.171,1606228878.5007
442,1.798,0.662,0.275,0.358,0.32,1.372,0.864,0.277,0.17,0.167,1606228878.626
443,2.011,0.699,0.282,0.35,0.306,1.5,1.085,0.32,0.18,0.16,1606228878.7513
444,2.01,0.695,0.27,0.346,0.298,1.45,1.193,0.341,0.187,0.151,1606228878.8764
445,1.785,0.652,0.245,0.343,0.296,1.239,1.154,0.33,0.19,0.141,1606228879.0017
446,1.4,0.577,0.217,0.338,0.297,0.929,0.982,0.291,0.188,0.13,1606228879.127
447,0.964,0.479,0.196,0.328,0.295,0.608,0.736,0.24,0.181,0.119,1606228879.2518
448,0.582,0.378,0.188,0.315,0.286,0.346,0.493,0.195,0.173,0.107,1606228879.3767
449,0.315,0.292,0.198,0.302,0.266,0.178,0.316,0.169,0.164,0.095,1606228879.5021
450,0.174,0.237,0.217,0.291,0.238,0.102,0.228,0.159,0.155,0.086,1606228879.6271
451,0.119,0.225,0.239,0.285,0.205,0.086,0.228,0.157,0.148,0.079,1606228879.7521
452,0.107,0.261,0.261,0.284,0.175,0.099,0.304,0.156,0.144,0.077,1606228879.8776
453,0.122,0.336,0.279,0.282,0.156,0.134,0.443,0.152,0.144,0.08,1606228880.0026
454,0.162,0.435,0.293,0.276,0.151,0.186,0.63,0.148,0.145,0.088,1606228880.1274
455,0.213,0.535,0.301,0.263,0.161,0.244,0.827,0.145,0.145,0.1,1606228880.2527
456,0.18,0.305,0.572,0.483,0.277,0.215,0.4,0.275,0.405,0.16,1606228889.8874
457,0.224,0.301,0.561,0.415,0.266,0.291,0.38,0.279,0.344,0.163,1606228890.0123
458,0.272,0.288,0.524,0.355,0.264,0.394,0.34,0.269,0.283,0.173,1606228890.1377
459,0.32,0.269,0.475,0.316,0.273,0.509,0.289,0.248,0.237,0.186,1606228890.2625
460,0.357,0.244,0.434,0.303,0.294,0.609,0.237,0.225,0.212,0.198,1606228890.3877
461,0.374,0.217,0.409,0.314,0.326,0.666,0.195,0.207,0.207,0.209,1606228890.5132
462,0.364,0.192,0.397,0.35,0.366,0.661,0.17,0.196,0.213,0.217,1606228890.638
463,0.33,0.171,0.386,0.41,0.406,0.598,0.165,0.19,0.225,0.225,1606228890.7629
464,0.282,0.162,0.367,0.483,0.438,0.496,0.179,0.187,0.235,0.23,1606228890.8883
465,0.236,0.175,0.343,0.55,0.452,0.382,0.202,0.19,0.237,0.23,1606228891.0136
466,0.209,0.225,0.325,0.591,0.445,0.292,0.225,0.202,0.232,0.224,1606228891.1382
467,0.215,0.327,0.328,0.597,0.422,0.241,0.241,0.228,0.23,0.216,1606228891.2637
468,0.256,0.476,0.357,0.576,0.391,0.239,0.25,0.265,0.241,0.214,1606228891.3889
469,0.322,0.647,0.398,0.542,0.361,0.274,0.261,0.303,0.273,0.222,1606228891.5136
470,0.392,0.797,0.425,0.509,0.336,0.328,0.285,0.33,0.319,0.243,1606228891.639
471,0.441,0.879,0.417,0.478,0.314,0.378,0.319,0.332,0.363,0.267,1606228891.7642
472,0.451,0.869,0.37,0.446,0.291,0.405,0.353,0.306,0.384,0.284,1606228891.8891
473,0.421,0.77,0.295,0.402,0.266,0.403,0.373,0.255,0.371,0.284,1606228892.0144
474,0.36,0.612,0.217,0.344,0.243,0.377,0.368,0.193,0.322,0.264,1606228892.1399
475,0.291,0.44,0.157,0.275,0.23,0.341,0.338,0.144,0.255,0.229,1606228892.2646
476,0.235,0.297,0.128,0.213,0.231,0.317,0.302,0.131,0.189,0.189,1606228892.3897
477,0.213,0.211,0.127,0.171,0.241,0.335,0.293,0.173,0.141,0.154,1606228892.5149
478,0.235,0.186,0.145,0.156,0.253,0.402,0.332,0.277,0.122,0.131,1606228892.6396
479,0.299,0.205,0.174,0.168,0.259,0.506,0.42,0.433,0.136,0.122,1606228892.7648
480,0.277,0.167,0.133,0.347,0.309,0.285,0.381,0.282,0.209,0.139,1606228911.7843
481,0.374,0.202,0.107,0.301,0.326,0.366,0.339,0.235,0.183,0.149,1606228911.9097
482,0.457,0.254,0.106,0.248,0.363,0.44,0.309,0.185,0.155,0.161,1606228912.0345
483,0.497,0.313,0.128,0.204,0.42,0.49,0.292,0.141,0.132,0.174,1606228912.1598
484,0.481,0.371,0.165,0.18,0.483,0.509,0.282,0.108,0.114,0.188,1606228912.2854
485,0.42,0.42,0.21,0.184,0.537,0.499,0.274,0.087,0.102,0.202,1606228912.4103
486,0.343,0.453,0.268,0.216,0.565,0.469,0.271,0.082,0.096,0.211,1606228912.5353
487,0.279,0.464,0.343,0.276,0.561,0.436,0.282,0.102,0.099,0.215,1606228912.6607
488,0.246,0.454,0.433,0.355,0.527,0.402,0.313,0.147,0.112,0.212,1606228912.7858
489,0.244,0.425,0.52,0.44,0.473,0.372,0.355,0.208,0.135,0.2,1606228912.9106
490,0.264,0.377,0.583,0.516,0.411,0.341,0.39,0.264,0.159,0.182,1606228913.0359
491,0.288,0.315,0.607,0.567,0.353,0.308,0.397,0.293,0.176,0.16,1606228913.1611
492,0.304,0.249,0.596,0.584,0.31,0.273,0.366,0.286,0.183,0.14,1606228913.2858
493,0.314,0.195,0.566,0.572,0.29,0.247,0.307,0.254,0.183,0.125,1606228913.411
494,0.32,0.162,0.535,0.539,0.298,0.228,0.24,0.219,0.189,0.117,1606228913.5361
495,0.322,0.148,0.511,0.5,0.331,0.213,0.185,0.198,0.207,0.115,1606228913.6609
496,0.314,0.142,0.488,0.466,0.379,0.197,0.152,0.194,0.24,0.119,1606228913.7863
497,0.297,0.135,0.452,0.447,0.426,0.181,0.145,0.2,0.284,0.128,1606228913.9118
498,0.266,0.133,0.397,0.447,0.455,0.164,0.16,0.208,0.329,0.141,1606228914.0366
499,0.227,0.149,0.34,0.466,0.456,0.146,0.197,0.221,0.365,0.153,1606228914.1617
500,0.188,0.198,0.312,0.499,0.43,0.133,0.256,0.251,0.385,0.163,1606228914.2871
501,0.161,0.287,0.34,0.536,0.393,0.131,0.337,0.306,0.384,0.166,1606228914.412
502,0.151,0.405,0.436,0.561,0.364,0.14,0.429,0.384,0.363,0.161,1606228914.5373
503,0.16,0.524,0.58,0.554,0.357,0.156,0.511,0.469,0.324,0.149,1606228914.6628
504,0.15,0.379,0.223,0.198,0.319,0.092,0.507,0.238,0.087,0.115,1606228918.0408
505,0.142,0.396,0.271,0.235,0.293,0.079,0.592,0.256,0.078,0.104,1606228918.1663
506,0.149,0.404,0.307,0.285,0.264,0.068,0.618,0.26,0.076,0.101,1606228918.2915
507,0.169,0.403,0.315,0.341,0.239,0.062,0.574,0.239,0.084,0.102,1606228918.4163
508,0.21,0.4,0.298,0.393,0.229,0.067,0.479,0.2,0.103,0.108,1606228918.5415
509,0.286,0.411,0.271,0.431,0.238,0.09,0.378,0.165,0.13,0.118,1606228918.667
510,0.4,0.445,0.259,0.447,0.259,0.129,0.315,0.156,0.157,0.131,1606228918.7918
511,0.535,0.494,0.275,0.44,0.281,0.176,0.308,0.184,0.175,0.143,1606228918.9169
512,0.655,0.538,0.316,0.414,0.294,0.215,0.35,0.238,0.181,0.149,1606228919.0424
513,0.724,0.551,0.369,0.376,0.293,0.236,0.41,0.298,0.176,0.148,1606228919.1674
514,0.717,0.516,0.412,0.337,0.282,0.232,0.451,0.343,0.167,0.144,1606228919.2921
515,0.634,0.441,0.433,0.306,0.27,0.208,0.457,0.364,0.162,0.142,1606228919.4177
516,0.498,0.349,0.425,0.283,0.261,0.179,0.435,0.367,0.164,0.15,1606228919.5431
517,0.347,0.266,0.393,0.261,0.262,0.166,0.403,0.363,0.17,0.173,1606228919.6676
518,0.222,0.213,0.35,0.235,0.272,0.187,0.381,0.36,0.173,0.206,1606228919.793
519,0.141,0.199,0.311,0.205,0.291,0.246,0.377,0.362,0.17,0.241,1606228919.9186
520,0.105,0.214,0.279,0.177,0.316,0.332,0.387,0.361,0.163,0.268,1606228920.0434
521,0.097,0.236,0.252,0.168,0.339,0.422,0.397,0.348,0.163,0.281,1606228920.1686
522,0.105,0.246,0.227,0.185,0.356,0.489,0.393,0.317,0.176,0.277,1606228920.2944
523,0.118,0.236,0.206,0.227,0.36,0.517,0.366,0.272,0.203,0.262,1606228920.4193
524,0.134,0.209,0.196,0.279,0.348,0.499,0.32,0.224,0.236,0.24,1606228920.5444
525,0.153,0.182,0.199,0.323,0.326,0.443,0.266,0.181,0.262,0.216,1606228920.6698
526,0.174,0.17,0.214,0.343,0.301,0.366,0.216,0.151,0.27,0.191,1606228920.7945
527,0.196,0.181,0.232,0.335,0.283,0.288,0.179,0.13,0.256,0.167,1606228920.9194
528,0.575,0.31,0.325,0.288,0.369,0.272,0.286,0.193,0.119,0.179,1606228930.5543
529,0.52,0.259,0.242,0.283,0.298,0.241,0.194,0.14,0.108,0.133,1606228930.679
530,0.468,0.206,0.175,0.269,0.236,0.226,0.124,0.101,0.096,0.097,1606228930.8044
531,0.43,0.158,0.127,0.242,0.189,0.243,0.087,0.09,0.084,0.075,1606228930.9298
532,0.417,0.12,0.095,0.207,0.16,0.294,0.084,0.115,0.076,0.066,1606228931.0543
533,0.425,0.096,0.08,0.177,0.146,0.365,0.107,0.171,0.075,0.069,1606228931.1794
534,0.442,0.098,0.093,0.164,0.142,0.431,0.145,0.246,0.085,0.082,1606228931.3049
535,0.454,0.141,0.149,0.174,0.145,0.461,0.187,0.32,0.105,0.1,1606228931.43
536,0.451,0.244,0.254,0.205,0.15,0.446,0.22,0.374,0.131,0.119,1606228931.5549
537,0.426,0.411,0.395,0.248,0.154,0.39,0.237,0.392,0.155,0.135,1606228931.6805
538,0.38,0.615,0.539,0.287,0.155,0.319,0.232,0.371,0.173,0.147,1606228931.8056
539,0.321,0.814,0.648,0.31,0.153,0.257,0.209,0.319,0.182,0.156,1606228931.9304
540,0.259,0.964,0.7,0.31,0.15,0.225,0.178,0.255,0.184,0.164,1606228932.0556
541,0.205,1.038,0.693,0.288,0.148,0.222,0.15,0.196,0.182,0.17,1606228932.1807
542,0.164,1.04,0.646,0.254,0.152,0.23,0.128,0.152,0.178,0.172,1606228932.3058
543,0.136,1.0,0.588,0.225,0.164,0.232,0.116,0.124,0.169,0.167,1606228932.4311
544,0.12,0.953,0.546,0.212,0.187,0.213,0.113,0.112,0.156,0.156,1606228932.5564
545,0.114,0.917,0.528,0.219,0.222,0.179,0.117,0.11,0.139,0.142,1606228932.681
546,0.12,0.891,0.522,0.238,0.262,0.141,0.131,0.115,0.122,0.131,1606228932.8063
547,0.135,0.862,0.515,0.262,0.298,0.113,0.151,0.125,0.109,0.129,1606228932.9321
548,0.151,0.816,0.499,0.281,0.318,0.107,0.175,0.142,0.103,0.137,1606228933.0567
549,0.162,0.745,0.479,0.291,0.312,0.124,0.197,0.169,0.106,0.151,1606228933.1818
550,0.166,0.66,0.462,0.29,0.281,0.158,0.213,0.207,0.116,0.168,1606228933.3073
551,0.165,0.568,0.453,0.277,0.238,0.192,0.222,0.257,0.128,0.182,1606228933.4319
552,0.412,0.413,0.222,0.38,0.326,0.29,0.166,0.297,0.119,0.067,1606228943.0674
553,0.397,0.328,0.18,0.383,0.32,0.289,0.175,0.264,0.101,0.065,1606228943.1929
554,0.404,0.246,0.136,0.369,0.317,0.287,0.21,0.223,0.09,0.074,1606228943.3175
555,0.436,0.191,0.105,0.339,0.311,0.286,0.269,0.186,0.086,0.094,1606228943.4424
556,0.471,0.172,0.096,0.3,0.301,0.28,0.336,0.162,0.091,0.121,1606228943.5679
557,0.483,0.187,0.116,0.263,0.284,0.264,0.39,0.15,0.1,0.145,1606228943.6929
558,0.458,0.218,0.159,0.238,0.263,0.239,0.413,0.147,0.11,0.16,1606228943.8177
559,0.396,0.251,0.221,0.236,0.244,0.209,0.402,0.151,0.121,0.159,1606228943.943
560,0.319,0.274,0.29,0.256,0.231,0.181,0.367,0.16,0.132,0.144,1606228944.0682
561,0.254,0.288,0.355,0.291,0.226,0.163,0.326,0.176,0.145,0.12,1606228944.1929
562,0.224,0.308,0.409,0.326,0.227,0.162,0.301,0.199,0.157,0.097,1606228944.3185
563,0.232,0.357,0.442,0.346,0.234,0.178,0.308,0.229,0.165,0.083,1606228944.4439
564,0.265,0.451,0.451,0.341,0.246,0.204,0.348,0.269,0.165,0.081,1606228944.5686
565,0.303,0.583,0.439,0.312,0.26,0.23,0.41,0.315,0.158,0.09,1606228944.6937
566,0.339,0.739,0.412,0.271,0.275,0.248,0.481,0.361,0.145,0.104,1606228944.8191
567,0.374,0.896,0.377,0.232,0.285,0.257,0.551,0.393,0.131,0.116,1606228944.9439
568,0.407,1.026,0.335,0.207,0.285,0.258,0.606,0.398,0.117,0.122,1606228945.069
569,0.435,1.099,0.285,0.201,0.273,0.259,0.636,0.367,0.108,0.121,1606228945.1946
570,0.46,1.096,0.233,0.206,0.248,0.267,0.635,0.311,0.103,0.114,1606228945.3197
571,0.484,1.019,0.195,0.215,0.218,0.29,0.603,0.259,0.105,0.106,1606228945.4453
572,0.509,0.908,0.196,0.223,0.191,0.324,0.547,0.247,0.112,0.102,1606228945.5706
573,0.534,0.82,0.254,0.232,0.177,0.357,0.474,0.294,0.127,0.108,1606228945.6955
574,0.558,0.793,0.374,0.249,0.182,0.38,0.392,0.399,0.149,0.127,1606228945.8204
575,0.578,0.828,0.532,0.278,0.201,0.394,0.315,0.532,0.177,0.153,1606228945.9458
576,0.12,0.148,0.181,0.255,0.137,0.094,0.092,0.046,0.058,0.051,1606228961.8378
577,0.127,0.199,0.192,0.295,0.152,0.068,0.093,0.051,0.058,0.052,1606228961.9629
578,0.142,0.255,0.223,0.346,0.163,0.063,0.102,0.072,0.063,0.054,1606228962.0876
579,0.173,0.301,0.281,0.395,0.166,0.076,0.113,0.106,0.071,0.056,1606228962.2131
580,0.22,0.324,0.354,0.425,0.165,0.097,0.124,0.142,0.08,0.055,1606228962.3381
581,0.274,0.319,0.422,0.433,0.163,0.116,0.134,0.17,0.088,0.053,1606228962.4629
582,0.318,0.295,0.462,0.421,0.168,0.126,0.143,0.185,0.094,0.051,1606228962.5882
583,0.334,0.267,0.463,0.4,0.183,0.129,0.157,0.191,0.102,0.051,1606228962.7134
584,0.308,0.249,0.427,0.377,0.203,0.13,0.179,0.201,0.117,0.058,1606228962.8382
585,0.253,0.248,0.365,0.353,0.221,0.142,0.207,0.222,0.141,0.071,1606228962.9635
586,0.182,0.256,0.296,0.325,0.228,0.174,0.231,0.257,0.174,0.088,1606228963.0888
587,0.12,0.263,0.244,0.29,0.219,0.23,0.247,0.297,0.207,0.106,1606228963.2135
588,0.083,0.264,0.219,0.253,0.198,0.297,0.252,0.328,0.23,0.119,1606228963.3388
589,0.084,0.262,0.222,0.221,0.174,0.362,0.25,0.349,0.236,0.125,1606228963.4642
590,0.118,0.264,0.243,0.2,0.156,0.407,0.255,0.376,0.225,0.126,1606228963.5893
591,0.171,0.277,0.281,0.193,0.148,0.422,0.28,0.446,0.203,0.125,1606228963.7147
592,0.224,0.306,0.342,0.199,0.149,0.408,0.344,0.595,0.181,0.128,1606228963.8401
593,0.262,0.353,0.426,0.207,0.152,0.372,0.463,0.83,0.165,0.137,1606228963.965
594,0.277,0.416,0.523,0.206,0.15,0.326,0.646,1.104,0.157,0.151,1606228964.0903
595,0.266,0.489,0.61,0.193,0.145,0.276,0.882,1.326,0.153,0.167,1606228964.2156
596,0.233,0.559,0.661,0.171,0.138,0.226,1.136,1.409,0.149,0.18,1606228964.3405
597,0.191,0.614,0.658,0.148,0.136,0.182,1.369,1.316,0.144,0.186,1606228964.4653
598,0.155,0.64,0.606,0.133,0.14,0.154,1.54,1.079,0.139,0.187,1606228964.5907
599,0.137,0.63,0.526,0.129,0.151,0.151,1.62,0.786,0.134,0.184,1606228964.7158
